,temp(cel),mean_windspeed(km/hr),re_hum(%),cloud(okta),rain(mm),avg._no._rainyday,district,month_index
60,22.64006109623866,2.5971166489702506,80.4523652584313,1.0836275368962658,15.094753988955855,1.2,chapra,1
61,21.470948982432375,3.2485283177019286,78.53808214962623,1.0395777179347516,17.918044141889656,1.2,chapra,1
62,12.916095096003291,0.7893698183770319,69.50968049363205,0.6695111527308373,10.02650257946023,0.8,Darbhanga,1
63,15.157213703938632,1.5359197299725231,67.38254664487584,0.7714935112901615,9.340060521092811,0.8,Darbhanga,1
64,10.73288727062605,1.0556205412204522,66.52258252266509,0.894099733240272,11.932403538644657,0.8,Darbhanga,1
65,13.514424252965835,1.6851155124583062,69.70895505034845,0.9507063577775237,11.69382290793829,0.8,Darbhanga,1
66,12.818721118984458,2.056858062837123,66.92129085154815,0.6585320985294589,11.392309786321881,0.8,Darbhanga,1
67,13.34883032864219,2.1142976142093177,68.74295026270853,0.7477969573340051,12.782447060632048,0.8,Darbhanga,1
68,15.05285774377817,1.9477832023642017,66.23001248217925,0.9655677466052346,10.46439630952843,0.8,Darbhanga,1
69,12.23927021158611,1.9802870327086886,66.0719764381307,0.6864431500121082,11.800662129648792,0.8,Darbhanga,1
70,15.476152973568604,1.6887056702764434,67.33228309185434,0.9332109308688494,9.676697141836197,0.8,Darbhanga,1
71,10.724194132893237,2.325728382395755,69.93390521099349,0.636838396702934,9.397170963558064,0.8,Darbhanga,1
72,12.54184021306581,0.7955175115859383,68.01792763780199,0.6383063895303801,9.374671391443261,0.8,Darbhanga,1
73,14.740874143096221,2.4348056095958777,67.25844479254495,0.8004758730362305,12.500168922827228,0.8,Darbhanga,1
74,10.066600049921394,2.222656783478693,67.19765962268663,0.9823063413675076,12.316169614393582,0.8,Darbhanga,1
75,10.659831775719063,1.5855617515625033,68.16410179472956,0.9978979877840297,12.471116928536642,0.8,Darbhanga,1
76,11.643395872918486,1.1548745334380572,69.31635442997006,0.6478280334598295,11.987591780538,0.8,Darbhanga,1
77,21.78510863271285,2.461054272613625,66.50607065017023,0.8297116628263513,10.988007766723015,0.8,Darbhanga,1
78,22.473645386280673,1.9284797080633407,66.6197813640992,0.6944360940860195,12.293550013033592,0.8,Darbhanga,1
79,21.162543910103228,2.4604601677120708,68.18076963772722,0.8785782728654113,12.420733748153681,0.8,Darbhanga,1
80,22.7883489197616,0.9372061850706981,66.02062340089306,0.9090046604879627,9.764801317575262,0.8,Darbhanga,1
81,19.443572143054027,1.886326046119694,69.788596530358,0.8155896566123981,12.461274264478176,0.8,Darbhanga,1
82,18.045552764058854,2.0154877065180155,69.31869880605889,0.6032469098557179,11.624347449382928,0.8,Darbhanga,1
83,19.139560802080815,1.0604066448399025,68.8842041110121,0.6814658554212046,9.025857565826703,0.8,Darbhanga,1
84,20.485528787380193,0.5735861031259495,69.57578890054397,0.8091379522860157,9.223419539349756,0.8,Darbhanga,1
85,16.267300507489864,1.3693496352331436,67.02644853381543,0.9114925861547059,9.830658525168094,0.8,Darbhanga,1
86,22.516434198119132,1.5869297634224808,68.92235263904892,0.7258746435830278,11.84737002620619,0.8,Darbhanga,1
87,16.411366977102798,1.0065883798957096,68.90172673682328,0.7060703227415162,11.879098317641862,0.8,Darbhanga,1
88,16.66409410726891,0.912098690163119,69.49947429567767,0.8785926599610412,10.687752032373993,0.8,Darbhanga,1
89,21.081623702964492,1.1964430229172092,66.15584478374345,0.849016059845546,10.700095195258914,0.8,Darbhanga,1
90,19.67198504182102,1.967121298177489,68.41365173235585,0.7581044349375338,9.635880447570937,0.8,Darbhanga,1
91,17.13164626526453,1.6611751141588695,69.5706919069785,0.6304163193237927,12.036679730268707,0.8,Darbhanga,1
92,19.144082214501505,0.7622009117488042,68.55478482986855,0.9305166604695516,11.348578398572,0.8,Darbhanga,1
93,12.823086818639347,3.4444628617473594,74.0335521045013,1.5636647743206087,13.386394873198665,1.6,Dehri,1
94,15.963825299477817,2.2582182566167535,72.83795015782817,1.3300246321664118,12.411336319843587,1.6,Dehri,1
95,12.663795149105633,3.784550558007653,75.12013543480656,1.2425106870830254,12.063950655347297,1.6,Dehri,1
96,8.614502801516629,3.03172657078927,75.37923825471918,1.3940622015218425,10.568238037459786,1.6,Dehri,1
97,11.432761436924627,2.986827145806541,73.307413038363,1.309632327658614,13.912297492649861,1.6,Dehri,1
98,10.200647666759187,3.214684439370785,72.46463590090413,1.5617889171930346,10.508384991242398,1.6,Dehri,1
99,9.97336293480286,3.1354940535966254,74.54916514315434,1.3382567223047865,13.129805501954882,1.6,Dehri,1
100,12.419810268288344,3.817735977447615,74.65575014867193,1.4208964129196227,13.03316677574737,1.6,Dehri,1
101,13.001759250190055,3.7392540744106615,72.06813158473423,1.3204294300131099,13.863181060249898,1.6,Dehri,1
102,12.835859402732538,2.2689968806681295,75.5375302839523,1.4568017575427636,10.467984804544619,1.6,Dehri,1
103,10.768022130952353,3.599693322420003,75.61888317656671,1.4621225275033063,12.775268627575334,1.6,Dehri,1
104,11.714620263010959,3.055170916200786,74.23707245852783,1.2562457022370364,11.625248401467116,1.6,Dehri,1
105,9.9951320495293,3.5270195461497624,75.77093579445561,1.3553882136117543,10.547185761874063,1.6,Dehri,1
106,13.967024578428948,2.9545277550309144,73.09241794888979,1.4955900455734472,13.38316666394783,1.6,Dehri,1
107,14.002219572904123,3.8946410763352066,74.61543491456021,1.323315783856537,13.92927826750885,1.6,Dehri,1
108,18.85014955495781,2.0937837720897123,72.29056818222902,1.2224542609819355,13.153846494054928,1.6,Dehri,1
109,20.31044060820213,2.8675315000840063,75.15238031353304,1.2610180076665403,12.691708647153819,1.6,Dehri,1
110,19.55607772162646,3.732813994210538,73.3313182463786,1.5776991662160254,13.259926082668075,1.6,Dehri,1
111,18.734004576024866,3.407442675088258,75.84448615337496,1.555073506044993,12.275730845220753,1.6,Dehri,1
112,23.040952176031283,2.708643159137501,75.42640793635493,1.3595738323040498,13.91197438792812,1.6,Dehri,1
113,18.72309106078611,3.7146234563553944,73.29760239570739,1.3723618383283023,12.895216876036995,1.6,Dehri,1
114,22.0906073009943,2.313473483942687,74.87600980842636,1.4002236440179552,13.636064901235073,1.6,Dehri,1
115,21.473721582349228,2.68504365409402,75.5088046540053,1.252656817722585,13.933094039685518,1.6,Dehri,1
116,22.456261936359148,2.0450884422445177,75.46332827167687,1.2916757066397955,10.632646429049354,1.6,Dehri,1
117,16.934280470565575,3.5391354313366596,72.17117604921921,1.4027180201889833,10.726403216816411,1.6,Dehri,1
118,17.53493397204365,3.4342510072967967,72.71424830235799,1.2464776723600912,13.099710776402267,1.6,Dehri,1
119,17.30261338947986,3.48300056047628,73.6731552682278,1.2064128542861796,13.003388014492195,1.6,Dehri,1
120,21.404650267029936,3.9577391887015816,74.4485350179814,1.2779342111704532,13.861045228991436,1.6,Dehri,1
121,20.35272236973509,3.1482727997959827,72.20854249204751,1.5263874365385437,13.909785948621787,1.6,Dehri,1
122,19.12677099456742,3.160350344502631,75.09200597209693,1.2886615323932527,10.922716368521101,1.6,Dehri,1
123,20.706268320617106,3.9962902872652815,75.03344018182976,1.540642365583238,12.796047266609708,1.6,Dehri,1
124,10.51454630392628,4.660020962018011,81.40467957146201,1.097186423459111,11.32886147778551,0.7,Forbesganj,1
125,11.441986701494564,4.203018825555458,81.81159531233442,1.09035887579427,12.015240548221039,0.7,Forbesganj,1
126,13.766712741567734,4.6747516886067775,84.38919144471294,1.341322815775936,11.651945055439839,0.7,Forbesganj,1
127,10.892551554415393,3.2960712472890954,84.01685303364329,1.3453647023712212,9.951293296400632,0.7,Forbesganj,1
128,9.64773426334494,3.9021598193673404,82.80698842905988,1.2700613493506823,8.746128587075944,0.7,Forbesganj,1
129,15.001863680661492,3.7172989751656473,81.87106641964701,1.3492213493406342,10.48806800288163,0.7,Forbesganj,1
130,10.597043542567441,3.833855573544062,83.53817157638011,1.346289530243167,8.824011530676366,0.7,Forbesganj,1
131,13.753208920781638,4.534192024906697,81.02531664783955,1.2306464627871607,10.86164322025118,0.7,Forbesganj,1
132,14.533258370609353,3.9276287360403632,81.99989303107724,1.101202151504047,10.016283006810294,0.7,Forbesganj,1
133,10.367675129001269,3.216346168158317,81.76504867951013,1.1692278933621916,8.871190974169695,0.7,Forbesganj,1
134,11.941121857648042,3.06804300376447,82.11536692029291,1.0534280592110734,10.459254853521971,0.7,Forbesganj,1
135,13.053621267975672,3.2644562743257906,84.07185470377354,1.1223553972866978,9.055803705530833,0.7,Forbesganj,1
136,13.709011990108703,4.151614996519194,82.88673380833215,1.2764804534536625,12.392374378840714,0.7,Forbesganj,1
137,13.484274788037519,4.161817350054638,81.06887839324592,1.30110143813328,9.132544398242635,0.7,Forbesganj,1
138,16.429838965145958,3.1003191291185788,82.44656741397479,1.2511642143839488,9.168583836718867,0.7,Forbesganj,1
139,22.10628998204826,3.691577924898036,82.19714018906973,1.35131739054461,9.396122847085076,0.7,Forbesganj,1
140,23.46436191451826,3.823300665956678,83.08524552331606,1.349466233843952,10.484153045430084,0.7,Forbesganj,1
141,22.380621640411157,3.7187587862884297,83.45524876456281,1.2878657540227096,10.487778275783892,0.7,Forbesganj,1
142,19.241956616026464,3.351701222076837,83.5319767405955,1.257140866311829,12.131366007740716,0.7,Forbesganj,1
143,23.03562698043321,2.9417939269037214,81.2846862046882,1.1178218436486045,10.185431959493691,0.7,Forbesganj,1
144,21.109060632492916,4.372079338987713,82.85060000014327,1.10477401765581,11.749495995169962,0.7,Forbesganj,1
145,23.120108288008048,4.16852060252448,82.78759129910625,1.1705111665200658,11.978794429919576,0.7,Forbesganj,1
146,21.880950079577335,2.9657514200734507,84.84580840063676,1.1391589512178275,10.684717851059577,0.7,Forbesganj,1
147,20.087450852632433,4.065973600363659,81.73654646440514,1.0781336747342465,10.954642156297368,0.7,Forbesganj,1
148,23.06988569508532,4.48699729662159,82.34498879798501,1.0589341070597749,10.532394011723264,0.7,Forbesganj,1
149,19.79335890518584,4.223145953662124,81.41629791959741,1.3456814912397876,8.87115946741877,0.7,Forbesganj,1
150,23.019524172738663,2.944162103879948,83.98464464349473,1.0379245328867825,10.53797566709481,0.7,Forbesganj,1
151,16.740911915007267,2.857217477932663,84.61361150466149,1.3943250252761346,11.085224949083042,0.7,Forbesganj,1
152,20.499867342460306,4.789253180316212,81.19165735624362,1.3750521591316551,10.06748228542585,0.7,Forbesganj,1
153,23.12745393718499,4.681962147664173,82.31920282051878,1.167859325947937,11.521102497753681,0.7,Forbesganj,1
154,21.74217857744766,3.2255924994603893,82.29044216951556,1.1479362901762826,11.616289451150532,0.7,Forbesganj,1
155,12.502453659754302,4.872164870214675,74.0460037290264,1.8784813458250762,12.49896473928174,0.9,Gaya,1
156,9.744600557569393,3.4998878581327206,76.54088764398688,1.645054999515419,11.269011691256743,0.9,Gaya,1
157,11.98801213966133,4.494736174695015,77.26039163482399,1.7722131831101662,11.112766993011872,0.9,Gaya,1
158,10.680838727702827,4.834656831266586,75.80507074591578,1.6812176400749577,10.326017861292303,0.9,Gaya,1
159,12.419008217593285,5.231169672670699,76.84445183513922,1.6574361133641702,10.674319060442787,0.9,Gaya,1
160,14.638936746698157,4.103858324078598,74.58081759150507,1.7145648446567572,11.298232287364081,0.9,Gaya,1
161,13.696372060767533,4.256201480282918,74.16005909717977,1.6568192399724433,13.332905801027339,0.9,Gaya,1
162,10.310789044154172,4.75987484125857,74.2551987828565,1.6740073486457978,13.431385818679445,0.9,Gaya,1
163,12.172833294277446,5.208076617547441,76.49759696260594,1.93750771486242,12.166202824415807,0.9,Gaya,1
164,16.04611442772398,3.8279184028560547,76.7894121953393,1.999238599598944,11.420647859842301,0.9,Gaya,1
165,15.369045893976107,4.569267280955383,74.99966786916679,1.816076583283139,12.992756118608234,0.9,Gaya,1
166,14.930882932868267,3.403074942660566,75.86414232396666,1.6549257187494744,13.530278356996496,0.9,Gaya,1
167,16.12914129223284,5.127042169780226,74.45730984678485,1.6045861496818197,13.673598594071489,0.9,Gaya,1
168,14.029107920137081,3.5657161757916107,75.49066219805317,1.9745718631328104,10.276242435172136,0.9,Gaya,1
169,9.37497731607974,3.5826330331148495,75.93780351682751,1.7012667071284382,13.135126784988891,0.9,Gaya,1
170,17.069550965836005,4.022764970861381,75.5834863195813,1.7279231772684147,10.298107050812083,0.9,Gaya,1
171,17.73476887291019,4.986976537061552,76.45340335425861,1.6703154475630577,13.609305747644719,0.9,Gaya,1
172,22.99326161120542,3.5611037143586044,76.04644682495379,1.6906393821583006,12.15412486591688,0.9,Gaya,1
173,22.379559124051376,5.1129010123482805,75.7102894368188,1.705948723312351,11.128124656773883,0.9,Gaya,1
174,20.086098379620285,4.119321372814952,76.65576724185082,1.8517761623566433,10.784388096734322,0.9,Gaya,1
175,17.935083160392566,4.6931467884170655,76.1654218662498,1.9313853789535909,10.777146502634757,0.9,Gaya,1
176,16.290495989074604,5.08471650503488,74.78083018640415,1.9449274322593313,10.865658857728032,0.9,Gaya,1
177,23.394200187696782,4.560737804260855,76.53082646955716,1.655856201683858,11.944585028517727,0.9,Gaya,1
178,16.785358891078445,5.2075180805651495,77.09359808107848,1.9544270707385987,10.626753774499546,0.9,Gaya,1
179,20.903274256813173,4.085894260867014,76.63906537298189,1.6212826811535792,9.897128804935797,0.9,Gaya,1
180,19.904178996828023,4.698573054312355,77.55269499218414,1.7494657439124308,10.791095661139583,0.9,Gaya,1
181,17.928397623744573,4.705461074537596,77.91485048487006,1.9865580314996945,10.620693973253474,0.9,Gaya,1
182,19.382331478975285,4.8592106328393925,74.88235558017804,1.8431442619634355,10.620764991039493,0.9,Gaya,1
183,19.55348702598851,4.248036748247948,74.74398219932797,1.7117927838924307,10.24163778765643,0.9,Gaya,1
184,22.544716956040926,3.8885881068782036,77.18134638580014,1.9820596251062637,11.169396045215034,0.9,Gaya,1
185,21.443337795857552,4.63385614133985,76.23218526994295,1.9596842845626912,12.061074860523075,0.9,Gaya,1
186,12.948238939561312,4.429756035725431,81.18053350594651,0.6564905129506348,9.481939425868655,0.9,jamui,1
187,14.128498648902736,3.877258873113804,80.51398685616635,0.4542918190610765,9.948530728826546,0.9,jamui,1
188,16.81564192050505,3.7654994827962804,79.68972137671292,0.47991450019401605,8.998046538575641,0.9,jamui,1
189,17.464757152066802,3.799530106172094,81.44304519571011,0.43680617027735125,8.810055385944498,0.9,jamui,1
190,15.362196140143169,2.9871730009283013,79.9286615575036,0.7469359988075832,9.043906148288544,0.9,jamui,1
191,17.52642247583689,3.864535979648166,80.56405967555065,0.6630838556811618,10.623456967321538,0.9,jamui,1
192,17.55499832021275,4.416212238352573,80.77644632268864,0.5839139258346784,9.706338180748883,0.9,jamui,1
193,17.00926202535426,4.529571647450305,80.25087968643199,0.4818143987228216,11.620407386154078,0.9,jamui,1
194,11.304020777662425,4.314645149712826,81.43131705391232,0.4807245900509604,11.408783673765885,0.9,jamui,1
195,14.604301231443404,2.631390202694989,79.10795234669008,0.45764030465215044,11.096392003163952,0.9,jamui,1
196,15.254524233706345,2.6815657794474452,82.04898539407657,0.531597600232964,10.41637152543214,0.9,jamui,1
197,12.16921411383353,2.6112693893004515,79.97637907596031,0.7964576479473098,11.325987714295836,0.9,jamui,1
198,11.892105582543678,3.1619462054986336,82.41927945607986,0.744921884789119,11.433198704228012,0.9,jamui,1
199,16.425559992492744,3.334283464024016,81.78887669650321,0.4548311688388935,11.594295672837903,0.9,jamui,1
200,12.879700857158516,3.9760752428098147,82.61358810451442,0.5437796098695992,9.239705254725553,0.9,jamui,1
201,23.096076292763467,3.3814567102556214,82.06174631756248,0.6157627340446545,9.094703971043057,0.9,jamui,1
202,19.37443972997128,3.1072922234195666,79.87294395290878,0.693097112971812,12.571134599107165,0.9,jamui,1
203,20.77849625273989,4.080960396006386,79.9653090149244,0.7779300202957102,8.87593293616516,0.9,jamui,1
204,20.642408081207755,4.329090049389548,80.48450644234606,0.7894155330862681,12.226241713503619,0.9,jamui,1
205,24.49323564518038,2.8977810923912473,82.42905022788285,0.42324144329352587,12.23016885997094,0.9,jamui,1
206,23.307008822032806,2.778126583358105,81.60243915565673,0.6739074301252206,11.454595624459749,0.9,jamui,1
207,19.57205640286921,2.7383696023737105,79.1100414561682,0.7601930557422738,11.362690530475975,0.9,jamui,1
208,20.615859248779746,4.310581397899851,81.22618437082741,0.438633807745353,12.555702368745148,0.9,jamui,1
209,23.886859117624137,3.879217263050774,79.38287036094277,0.6510662748858738,9.006554958685733,0.9,jamui,1
210,21.54475414049263,3.9492944063427124,82.02066601041855,0.40314685977073755,10.6435673470692,0.9,jamui,1
211,21.600968151593726,2.9856901814828576,81.919526714364,0.44000462020085657,9.275065994148623,0.9,jamui,1
212,19.648769139426985,4.3401521306685,82.17684760394938,0.4157148191679191,9.77337334008539,0.9,jamui,1
213,18.161610585008813,3.11114138351485,82.79239398567371,0.4753300928946955,9.98277821784839,0.9,jamui,1
214,19.466961348292823,3.558508878128204,82.09550837245226,0.7206945716779927,10.619517035763435,0.9,jamui,1
215,22.18231556939963,4.468766582540468,79.41268228830303,0.5570986106318637,9.23763354203476,0.9,jamui,1
216,21.045853124780592,4.291898592753758,81.77066918703449,0.5250222620572528,9.921705738591953,0.9,jamui,1
217,9.573323288975029,3.9056582197064813,79.20935123124863,0.8801709455539501,14.38204947133767,1.4,Motihari,1
218,10.488045686098646,3.5314755523237853,81.56572190443231,1.0558854083868954,15.225552430201851,1.4,Motihari,1
219,10.785703994066347,4.570243901745645,80.77917725932114,0.9141200081755418,15.667596738331167,1.4,Motihari,1
220,10.013967280724822,4.240428267516583,81.50251417215048,1.1894409811298245,15.578419371933311,1.4,Motihari,1
221,10.524641215589986,4.58895778739729,81.54164150555634,0.8301877162536577,12.642611928487277,1.4,Motihari,1
222,13.531300102169546,3.5617406742874027,81.37136580312041,1.0749907139366344,14.518785286656552,1.4,Motihari,1
223,8.810206499626382,3.785075913683241,82.43954655937266,1.1076572825717101,14.22687605679258,1.4,Motihari,1
224,14.540736566485485,3.810252073826023,81.17938080826417,1.116387323063387,14.521552144112277,1.4,Motihari,1
225,14.032546194201245,4.295153465949445,81.46781430647209,0.8845593344846953,14.256430640709134,1.4,Motihari,1
226,13.813227833368831,3.9955407521163604,80.75821138856146,1.0536414872361697,12.83696206073883,1.4,Motihari,1
227,13.083876324481812,3.390342308617246,80.35713493745477,1.1936498355793992,14.01434013936925,1.4,Motihari,1
228,9.323346646338937,3.5134691755118963,81.6255632702592,0.9706781172552672,12.886043627389299,1.4,Motihari,1
229,12.934893253518375,3.085518375272957,79.38683980828634,0.8297839536279177,12.45234636355245,1.4,Motihari,1
230,9.353706196208496,3.269287673402789,82.63841361005575,1.1850299409234415,13.592964825389247,1.4,Motihari,1
231,13.224417444752532,3.7530124348644747,82.54904129950312,1.1803294157054904,14.53960593955745,1.4,Motihari,1
232,15.470729780339948,3.3375111501894597,81.76522288370126,1.086912619468758,13.967284624056319,1.4,Motihari,1
233,18.271157179111565,4.519524285958315,82.87702552176877,0.9623488852302277,14.953675560481493,1.4,Motihari,1
234,15.425965364392141,4.473010470602381,80.03974409896762,1.0633032775840745,13.311939495627648,1.4,Motihari,1
235,16.857580577189175,4.7764153335413155,79.38255823073527,1.0887524368219728,12.84621602957213,1.4,Motihari,1
236,19.346356136492076,3.271794310437306,81.39117840070966,1.0761570720763314,13.908168879974067,1.4,Motihari,1
237,18.149363870424267,2.861747410340196,82.53527419207819,1.0944941970731588,14.284386526992481,1.4,Motihari,1
238,18.230726201333205,3.6165097036237426,81.16570063037655,0.836306951467992,12.255813016601277,1.4,Motihari,1
239,17.492091531560458,4.172919061609163,79.2014221376602,0.847359854603492,15.941737037286464,1.4,Motihari,1
240,18.291429048176006,3.667267393065499,79.50437189364324,0.8660764084108863,14.5073915318616,1.4,Motihari,1
241,21.002108481949662,3.292095905305479,79.3076330931815,1.157628477602277,13.714307541214545,1.4,Motihari,1
242,20.22330497896492,3.1425033091451606,80.58515628429285,1.0768769605619801,15.115477451783404,1.4,Motihari,1
243,21.65814493358068,4.3278512350713445,80.11203786375951,0.9419674884196971,13.289272285480575,1.4,Motihari,1
244,20.190783548717288,2.9575532694983098,79.38130707881959,0.959421238153161,12.948068380958926,1.4,Motihari,1
245,18.599725178673214,4.270942404708828,79.0355763674925,1.192642235951897,14.877616846815448,1.4,Motihari,1
246,17.485428786300233,3.549074103436211,81.3128133029085,0.8250023420801973,13.838287488340487,1.4,Motihari,1
247,18.02464613923506,3.7683744701175805,82.30206117444578,0.9471989444731673,14.56538676382915,1.4,Motihari,1
248,15.214032464398624,2.1898667760634334,85.8916551821256,1.376206031379709,11.788153466838816,0.9,Muzaffarpur,1
249,10.957907315705754,2.8803861908762505,85.77357167273443,1.385663909166042,12.12681386246658,0.9,Muzaffarpur,1
250,10.616583009953715,2.5187591078210287,83.04509865695356,1.3094989653047606,11.07952022296956,0.9,Muzaffarpur,1
251,9.98938940853157,3.057207280235061,84.59729615895,1.292022701900913,11.4775182064365,0.9,Muzaffarpur,1
